taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project ID,GOLD Sequencing Project ID,Contact Name,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Project / Study Name,Specific Ecosystem,Genome Size   * assembled,Gene Count   * assembled
3300006486,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human retroauricular crease microbial communities from NIH, USA - visit 1, subject 159591683 replicate 1","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300006486,Ga0100251,Gp0052514,,Host-associated,Human,retroauricular crease,Skin,"Human retroauricular crease microbial communities from NIH, USA - visit 1, subject 159591683 replicate 1",Unclassified,24005338,42008
3300029378,Metagenome,Draft,"Human feces microbial communities from cholera patients in hospital, Baltimore, Maryland, USA","Human feces microbial communities from a cholera patient in hospital, Baltimore, Maryland, USA - 091_4_27_stool_1","Institute for Genome Sciences, University of Maryland School of Medicine",3300029378,Ga0243978,Gp0283139,,Host-associated,Human,Large intestine,Digestive system,"Human feces microbial communities from a cholera patient in hospital, Baltimore, Maryland, USA - 091_4_27_stool_1",Fecal,254024651,382027
3300028561,Metagenome,Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - plant16",DOE Joint Genome Institute (JGI),3300028561,Ga0255343,Gp0293650,Sean Crowe,Engineered,Built environment,,Water treatment plant,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - plant16",,796838785,1364703
3300025559,Metagenome,Draft,"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration","Wetland microbial communities from San Francisco Bay, California, USA, that impact long-term carbon sequestration - MayberryNW_CattailB_D2 (SPAdes)",DOE Joint Genome Institute (JGI),3300025559,Ga0210087,Gp0101352,Susannah Tringe,Environmental,Terrestrial,Wetlands,Soil,"Wetland microbial communities from San Francisco Bay, California, USA, that impact long-term carbon sequestration - MayberryNW_CattailB_D2",,189314457,384005
3300012829,Metagenome,Draft,"Characterization of biomass-degrading enzymes from insect-associated, soil, and chicken feces microbial communities","Enriched pill bug-associated microbial communities from UW Madison campus, WI, USA - HID1972I_E11 MG",DOE Joint Genome Institute (JGI),3300012829,Ga0160467,Gp0191456,Cameron Currie,Host-associated,Insecta,,Digestive system,"Enriched pill bug-associated microbial communities from UW Madison campus, WI, USA - HID1972I_E11 MG",,101569117,123202
3300011486,Metagenome,Draft,Host-associated microbial communities of cyanobacteria P. hollandica from lake water in Netherlands,Host-associated microbial communities of cyanobacteria P. hollandica from lake water in Netherlands - Pholl SPSU,St. Petersburg State University,3300011486,Ga0120394,Gp0138599,,Host-associated,Microbial,Unclassified,Bacteria,Host-associated microbial communities of cyanobacteria P. hollandica from lake water in Netherlands - Pholl SPSU,Unclassified,24665196,27590
3300028991,Metagenome,Draft,Human host-associated microbial communities from fecal samples of mother and infant in Denmark,Human fecal microbial communities from newborn in Denmark - 281_B,Beijing Genomics Institute (BGI),3300028991,Ga0169632,Gp0193626,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from newborn in Denmark - 281_B,Fecal,44440613,50377
3300024242,Metagenome,Draft,"Seawater microbial communities from Monterey Bay, California, United States","Seawater microbial communities from Monterey Bay, California, United States - 91D",DOE Joint Genome Institute (JGI),3300024242,Ga0228673,Gp0266663,Mary Ann Moran,Environmental,Aquatic,Coastal,Marine,"Seawater microbial communities from Monterey Bay, California, United States - 91D",,212480269,522465
3300027209,Metagenome,Draft,"Groundwater microbial communities from the Columbia River, Washington, USA","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S3_0_10 (SPAdes)",DOE Joint Genome Institute (JGI),3300027209,Ga0209875,Gp0127628,James Stegen,Environmental,Terrestrial,Sand,Soil,"Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S3_0_10",Unclassified,141969920,402951
3300024939,Metagenome,Draft,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 44_HOW7 (SPAdes),DOE Joint Genome Institute (JGI),3300024939,Ga0208265,Gp0111094,Ludmila Chistoserdova,Environmental,Aquatic,Sediment,Freshwater,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 44_HOW7,,63982749,103777
3300025812,Metagenome,Draft,"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes","Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes - June2015DPH_10_150 (SPAdes)",DOE Joint Genome Institute (JGI),3300025812,Ga0208457,Gp0138742,Erik Lilleskov,Environmental,Aquatic,Wetlands,Freshwater,"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes - June2015DPH_10_150",Unclassified,269856311,455413
3300020810,Metagenome,Draft,"Coastal salt marsh microbial communities from the Groves Creek Marsh, Skidaway Island, Georgia","Coastal salt marsh microbial communities from the Groves Creek Marsh, Skidaway Island, Georgia - 041404US metaG (spades assembly)",DOE Joint Genome Institute (JGI),3300020810,Ga0181598,Gp0208433,Alison Buchan,Environmental,Aquatic,Intertidal zone,Marine,"Coastal salt marsh microbial communities from the Groves Creek Marsh, Skidaway Island, Georgia - 041404US metaG",Salt marsh,757156587,1442866
3300026451,Metagenome,Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - P.F.S.T-25",DOE Joint Genome Institute (JGI),3300026451,Ga0247845,Gp0291015,Scott Saleska,Environmental,Terrestrial,,Peat,"Peat soil microbial communities from Stordalen Mire, Sweden - P.F.S.T-25",,159805376,351666
3300014593,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P01341",Weill Cornell Medical College,3300014593,Ga0121337,Gp0135556,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P01341",Unclassified,15745533,29403
3300025790,Metagenome,Draft,"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration","Wetland microbial communities from San Francisco Bay, California, USA, that impact long-term carbon sequestration - Joice_CattailNLC_D2 (SPAdes)",DOE Joint Genome Institute (JGI),3300025790,Ga0210075,Gp0101344,Susannah Tringe,Environmental,Terrestrial,Wetlands,Soil,"Wetland microbial communities from San Francisco Bay, California, USA, that impact long-term carbon sequestration - Joice_CattailNLC_D2",,153508804,312994
3300001265,Metagenome,Permanent Draft,Macroalgal surface microbial communities,"Macroalgal surface ecosystem from Botany Bay, Sydney, Australia - BBAY84",J. Craig Venter Institute (JCVI),3300001265,Ga0012459,Gp0053823,Alexandra Jazmin Roth Schulze,Host-associated,Algae,Ectosymbionts,Green algae,"Macroalgal surface ecosystem from Botany Bay, Sydney, Australia - BBAY84",Unclassified,1227405394,5247803
3300028966,Metagenome,Draft,Human host-associated microbial communities from fecal samples of mother and infant in Denmark,Human fecal microbial communities from infant at 12 months in Denmark - 397_12M,Beijing Genomics Institute (BGI),3300028966,Ga0169696,Gp0193690,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from infant at 12 months in Denmark - 397_12M,Fecal,61953054,76328
3300012156,Metagenome,Draft,Attine ant fungus gardens microbial communities from various locations in USA,"Attine ant fungus gardens microbial communities from New Jersey, USA - TSNJ004 MetaG",DOE Joint Genome Institute (JGI),3300012156,Ga0153920,Gp0175730,Jonathan L. Klassen,Host-associated,Fungi,,Mycelium,"Attine ant fungus gardens microbial communities from New Jersey, USA - TSNJ004 MetaG",,216943782,409966
3300025628,Metagenome,Draft,Saline lake microbial communities from various lakes in Antarctica,"Saline lake microbial communities from Ace Lake, Antarctica - Antarctic Ace Lake Metagenome 02UKH (SPAdes)",DOE Joint Genome Institute (JGI),3300025628,Ga0208902,Gp0116300,Rick Cavicchioli,Environmental,Aquatic,Saline,Non-marine Saline and Alkaline,"Saline lake microbial communities from Ace Lake, Antarctica - Antarctic Ace Lake Metagenome 02UKH",,379168081,735075
3300011719,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway wood -P00559",Weill Cornell Medical College,3300011719,Ga0122803,Gp0136119,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway wood -P00559",Unclassified,32513242,50804
3300029817,Metagenome,Draft,"Soil microbial communities from Marcell Experimental Forest, Minnesota, USA","Soil microbial communities from Marcell Experimental Forest, Minnesota, USA - Bog25",Georgia Institute of Technology,3300029817,Ga0247275,Gp0289881,,Environmental,Terrestrial,,Soil,"Soil microbial communities from Marcell Experimental Forest, Minnesota, USA - Bog25",,417985954,789468
3300011846,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway wood -P00301",Weill Cornell Medical College,3300011846,Ga0122097,Gp0136051,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway wood -P00301",Unclassified,38840360,67244
3300025225,Metagenome,Draft,"Arabidopsis, maize, boechera and miscanthus rhizosphere microbial communities from different US locations","Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape CL_Cvi_mTSA_r2 (SPAdes)",DOE Joint Genome Institute (JGI),3300025225,Ga0209566,Gp0101314,Jeff Dangl,Host-associated,Plants,Epiphytes,Rhizoplane,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape CL_Cvi_mTSA_r2",,102610665,127313
3300027844,Metagenome,Draft,Marine microbial communities from western Arctic Ocean,Marine microbial communities from western Arctic Ocean - ArcticOcean_MG_CB4_134 (SPAdes),DOE Joint Genome Institute (JGI),3300027844,Ga0209501,Gp0134351,David Walsh,Environmental,Aquatic,Oceanic,Marine,Marine microbial communities from western Arctic Ocean - ArcticOcean_MG_CB4_134,Unclassified,1473068934,2851695
3300008471,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human buccal mucosa microbial communities from NIH, USA - visit 2, subject 763759525 reassembly","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300008471,Ga0114857,Gp0053193,,Host-associated,Human,Oral,Digestive system,"Human buccal mucosa microbial communities from NIH, USA - visit 2, subject 763759525",buccal mucosa,43056208,81061
3300027892,Metagenome,Permanent Draft,"Freshwater lake microbial communities from the Great Lakes, USA, analyzing microbial food webs and carbon cycling","Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling - Su13.BD.MM15.SN (SPAdes)",DOE Joint Genome Institute (JGI),3300027892,Ga0209550,Gp0085366,Vincent Denef,Environmental,Aquatic,Lentic,Freshwater,"Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling - Su13.BD.MM15.SN",Unclassified,1905073435,4193050
3300002462,Metagenome,Permanent Draft,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany","Termite gut P4 segment microbial communities from Max Planck Institute, Germany - Th196",DOE Joint Genome Institute (JGI),3300002462,Ga0005846,Gp0056810,Andreas Brune,Host-associated,Arthropoda,Gut,Digestive system,"Termite gut P4 segment microbial communities from Max Planck Institute, Germany - Th196",Proctodeal segment,1799722629,3999986
3300026907,Metagenome,Draft,"Freshwater and sediment microbial communities from various areas in North America, analyzing microbe dynamics in response to fracking","Synthetic microbial communities from Ohio, USA - SynthPrep_1_END_DS7_MetaG (SPAdes)",DOE Joint Genome Institute (JGI),3300026907,Ga0209699,Gp0116287,Regina Lamendella,Engineered,Lab synthesis,Unclassified,Unclassified,"Synthetic microbial communities from Ohio, USA - SynthPrep_1_END_DS7_MetaG",Unclassified,99597094,151540
3300013829,Metagenome,Draft,Bioreactor microbial communities from dechlorination culture samples - Genome Institute of Singapore,Bioreactor microbial communities from dechlorination culture samples - Genome Institute of Singapore - CG4-PCE,Genome Institute of Singapore,3300013829,Ga0119854,Gp0137180,,Engineered,Bioreactor,Unclassified,Unclassified,Bioreactor microbial communities from dechlorination culture samples - Genome Institute of Singapore - CG4-PCE,Unclassified,53411343,73794
